autoPay,condition_0_conditionDisplayName,condition_0_conditionId,country,discountPriceInfo_0_minimumAdvertisedPriceExposure,discountPriceInfo_0_originalRetailPrice_0_@currencyId,discountPriceInfo_0_originalRetailPrice_0___value__,discountPriceInfo_0_pricingTreatment,discountPriceInfo_0_soldOffEbay,discountPriceInfo_0_soldOnEbay,galleryPlusPictureURL,galleryURL,globalId,isMultiVariationListing,itemId,listingInfo_0_bestOfferEnabled,listingInfo_0_buyItNowAvailable,listingInfo_0_endTime,listingInfo_0_gift,listingInfo_0_listingType,listingInfo_0_startTime,listingInfo_0_watchCount,location,postalCode,primaryCategory_0_categoryId,primaryCategory_0_categoryName,productId_0_@type,productId_0___value__,returnsAccepted,sellingStatus_0_convertedCurrentPrice_0_@currencyId,sellingStatus_0_convertedCurrentPrice_0___value__,sellingStatus_0_currentPrice_0_@currencyId,sellingStatus_0_currentPrice_0___value__,sellingStatus_0_sellingState,sellingStatus_0_timeLeft,shippingInfo_0_expeditedShipping,shippingInfo_0_handlingTime,shippingInfo_0_oneDayShippingAvailable,shippingInfo_0_shipToLocations,shippingInfo_0_shippingServiceCost_0_@currencyId,shippingInfo_0_shippingServiceCost_0___value__,shippingInfo_0_shippingType,subtitle,title,topRatedListing,viewItemURL
['true'],['Excellent - Refurbished'],['2010'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/58UAAOSwECZnTDuB/s-l140.jpg'],['EBAY-US'],['false'],['283987164379'],['false'],['false'],['2024-12-22T16:03:52.000Z'],['false'],['FixedPrice'],['2020-08-22T15:03:52.000Z'],['2229'],"['Jacksonville,TX,USA']",['757**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,254.64,USD,254.64,['Active'],['P7DT8H19M9S'],['false'],['2'],['false'],['Worldwide'],USD,0,['Free'],,"['Dell Latitude 14"" FHD Core i5 Laptop PC Computer Windows 11 16GB RAM 512GB SSD']",['false'],['https://www.ebay.com/itm/Dell-Latitude-14-FHD-Core-i5-Laptop-PC-Computer-Windows-11-16GB-RAM-512GB-SSD-/283987164379']
['false'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/xtQAAOSwQI1nNBhq/s-l140.jpg'],['EBAY-US'],['false'],['315955937687'],['false'],['false'],['2025-01-14T00:23:40.000Z'],['false'],['FixedPrice'],['2024-11-14T00:23:40.000Z'],['195'],"['Pompano Beach,FL,USA']",['330**'],['177'],['PC Laptops & Netbooks'],,,['false'],USD,36,USD,36,['Active'],['P29DT16H38M57S'],['false'],['3'],['false'],['Worldwide'],USD,0,['Free'],['charger  included Grade (A)'],"['Acer Chromebook 311 11.6"" C722-K4CN MT8183 2GHz 4GB RAM 32GB']",['false'],['https://www.ebay.com/itm/Acer-Chromebook-311-11-6-C722-K4CN-MT8183-2GHz-4GB-RAM-32GB-/315955937687']
['true'],['Very Good - Refurbished'],['2020'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/sMcAAOSw~kVnW5A1/s-l140.jpg'],['EBAY-US'],['false'],['286068793851'],['false'],['false'],['2024-12-19T19:56:31.000Z'],['false'],['FixedPrice'],['2024-09-19T18:56:31.000Z'],['701'],"['Jacksonville,TX,USA']",['757**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,189.09,USD,189.09,['Active'],['P4DT12H11M48S'],['false'],['2'],['false'],['Worldwide'],USD,0,['Free'],,"['Lenovo ThinkPad X1 Carbon Laptop Core i5 14"" 8GB RAM 256GB SSD Windows 10 HDMI']",['false'],['https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Laptop-Core-i5-14-8GB-RAM-256GB-SSD-Windows-10-HDMI-/286068793851']
['true'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/iUwAAOSw8-5e2pN1/s-l140.jpg'],['EBAY-US'],['false'],['326051346646'],['false'],['false'],['2025-01-13T14:57:12.000Z'],['false'],['FixedPrice'],['2024-03-13T13:57:12.000Z'],['464'],"['Rochester,NY,USA']",['146**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,54,USD,54,['Active'],['P29DT7H12M29S'],['false'],['1'],['false'],['Worldwide'],USD,0,['Free'],['C-GRADE - See photos - NEXT DAY SHIPPING - FAST FAST !!'],['Lenovo ThinkPad Yoga 11e Intel Core m3 CPU 8GB RAM 128GB SSD Win10 FAST C-GRADE!'],['true'],['https://www.ebay.com/itm/Lenovo-ThinkPad-Yoga-11e-Intel-Core-m3-CPU-8GB-RAM-128GB-SSD-Win10-FAST-C-GRADE-/326051346646']
['true'],['New'],['1000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/fZ8AAOSwyx5mhFZG/s-l140.jpg'],['EBAY-US'],['false'],['204866566114'],['false'],['false'],['2025-01-02T20:29:51.000Z'],['false'],['FixedPrice'],['2024-07-02T19:29:51.000Z'],['470'],['USA'],,['177'],['PC Laptops & Netbooks'],,,['true'],USD,429.99,USD,429.99,['Active'],['P18DT12H45M8S'],['true'],['2'],['true'],['Worldwide'],USD,0,['Free'],,"['ASUS - Vivobook 14"" Laptop - Intel Core i3-1215U with 8GB Memory - 128GB SSD ...']",['false'],['https://www.ebay.com/itm/ASUS-Vivobook-14-Laptop-Intel-Core-i3-1215U-8GB-Memory-128GB-SSD-/204866566114']
['false'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/GCoAAOSwl7JmazKw/s-l140.jpg'],['EBAY-US'],['false'],['196442824929'],['false'],['false'],['2025-01-13T19:08:09.000Z'],['false'],['FixedPrice'],['2024-06-13T18:08:09.000Z'],['331'],"['Stateline,NV,USA']",['894**'],['177'],['PC Laptops & Netbooks'],ReferenceID,1561208837,['true'],USD,35.99,USD,35.99,['Active'],['P29DT11H23M26S'],['false'],['1'],['false'],['Worldwide'],USD,0,['Free'],,"['HP 11 G4 11.6"" Chromebook  Intel 2.16 GHz 4GB RAM 16GB SSD HDMI USB Bumper']",['true'],['https://www.ebay.com/itm/HP-11-G4-11-6-Chromebook-Intel-2-16-GHz-4GB-RAM-16GB-SSD-HDMI-USB-Bumper-/196442824929']
['false'],['Very Good - Refurbished'],['2020'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/UxMAAOSw3khmwDkQ/s-l140.jpg'],['EBAY-US'],['true'],['116293240019'],['false'],['false'],['2024-12-17T06:49:37.000Z'],['false'],['FixedPrice'],['2024-08-17T05:49:37.000Z'],['225'],"['Las Vegas,NV,USA']",['891**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,89.99,USD,89.99,['Active'],['P1DT23H4M54S'],['true'],['1'],['false'],['Worldwide'],USD,0,['Free'],['🛒  2024 Cyber Monday Sale !! 🎁  1 Year Warranty  ✅'],['Lenovo N23 Winbook Laptop Intel 1.60 GHz 4GB Memory 64GB HD Touchscreen Win 10'],['true'],['https://www.ebay.com/itm/Lenovo-N23-Winbook-Laptop-Intel-1-60-GHz-4GB-Memory-64GB-HD-Touchscreen-Win-10-/116293240019?var=0']
['true'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/ckQAAOSwrg1lxoTa/s-l140.jpg'],['EBAY-US'],['false'],['326002166037'],['false'],['false'],['2025-01-09T20:11:39.000Z'],['false'],['FixedPrice'],['2024-02-09T20:11:39.000Z'],['297'],"['Rochester,NY,USA']",['146**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,94,USD,94,['Active'],['P25DT12H26M56S'],['false'],['1'],['false'],['Worldwide'],USD,0,['Free'],['COMPLETE WITH WINDOWS 11 - CHARGER / Battery'],['Dell Latitude 5480 Laptop Intel Core i5 8GB RAM 128GB SSD Windows 11'],['true'],['https://www.ebay.com/itm/Dell-Latitude-5480-Laptop-Intel-Core-i5-8GB-RAM-128GB-SSD-Windows-11-/326002166037']
['false'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/U7gAAOSwGw1nXNee/s-l140.jpg'],['EBAY-US'],['false'],['267096655978'],['false'],['false'],['2025-01-14T00:56:41.000Z'],['false'],['FixedPrice'],['2024-12-14T00:56:41.000Z'],['6'],"['Fullerton,CA,USA']",['928**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,239.99,USD,239.99,['Active'],['P29DT17H11M58S'],['false'],['1'],['false'],['Worldwide'],USD,0,['FlatDomesticCalculatedInternational'],,"['Dell Latitude 5430 i5-1245U 2.5GHz 8.0GB 256GB Win 11 Pro Laptop Notebook PC 14""']",['false'],['https://www.ebay.com/itm/Dell-Latitude-5430-i5-1245U-2-5GHz-8-0GB-256GB-Win-11-Pro-Laptop-Notebook-PC-14-/267096655978']
['true'],['New'],['1000'],['US'],,USD,599.99,['STP'],['false'],['true'],,['https://i.ebayimg.com/thumbs/images/g/XbAAAOSwA19nPQh0/s-l140.jpg'],['EBAY-US'],['false'],['226135875813'],['false'],['false'],['2025-01-08T13:38:11.000Z'],['false'],['FixedPrice'],['2024-05-08T12:38:11.000Z'],['336'],"['Round Rock,TX,USA']",['786**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,449.99,USD,449.99,['Active'],['P24DT5H53M28S'],['false'],['3'],['false'],['Worldwide'],USD,0,['Free'],['Direct from Dell. Buy with Confidence!'],"['Dell Inspiron 15 3520 15.6"" 12th Gen Intel® Core™ i7-1255U 512 GB SSD 16 GB DDR4']",['false'],['https://www.ebay.com/itm/Dell-Inspiron-15-3520-15-6-12th-Gen-Intel-Core-i7-1255U-512-GB-SSD-16-GB-DDR4-/226135875813']
['true'],['Used'],['3000'],['US'],,,,,,,['https://galleryplus.ebayimg.com/ws/web/325337069884_1_102_1.jpg'],['https://i.ebayimg.com/thumbs/images/g/8GAAAOSwDwtjGz5F/s-l140.jpg'],['EBAY-US'],['false'],['325337069884'],['false'],['false'],['2025-01-09T14:29:27.000Z'],['false'],['FixedPrice'],['2022-09-09T13:29:27.000Z'],['5806'],"['Rochester,NY,USA']",['146**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,73,USD,73,['Active'],['P25DT6H44M44S'],['false'],['1'],['false'],['Worldwide'],USD,0,['Free'],['Full Touchscreen  /  Complete with Charger / FAST'],"['Dell Latitude 3189 11.6"" 2-in-1 Touch Laptop Celeron 4GB 64GB SSD Windows 11 !!!']",['true'],['https://www.ebay.com/itm/Dell-Latitude-3189-11-6-2-in-1-Touch-Laptop-Celeron-4GB-64GB-SSD-Windows-11-/325337069884']
['true'],['New'],['1000'],['US'],['PreCheckout'],USD,229.99,['MAP'],,,,['https://i.ebayimg.com/thumbs/images/g/MrEAAOSwomJnPRL3/s-l140.jpg'],['EBAY-US'],['false'],['205115892778'],['false'],['false'],['2024-12-19T22:35:14.000Z'],['false'],['FixedPrice'],['2024-11-19T22:35:14.000Z'],['45'],['USA'],,['177'],['PC Laptops & Netbooks'],,,['true'],USD,119.99,USD,119.99,['Active'],['P4DT14H50M31S'],['false'],['2'],['true'],['Worldwide'],USD,0,['Free'],,"['ASUS 14"" FHD Laptop - Intel Pentium N6000 with 4GB Memory - 64GB eMMC - Star ...']",['false'],['https://www.ebay.com/itm/ASUS-14-FHD-Laptop-Intel-Pentium-N6000-4GB-Memory-64GB-eMMC-Star-/205115892778']
['true'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/718AAOSwJBhnL9Qf/s-l140.jpg'],['EBAY-US'],['false'],['315939685628'],['false'],['false'],['2025-01-09T21:40:25.000Z'],['false'],['FixedPrice'],['2024-11-09T21:40:25.000Z'],['273'],"['Pompano Beach,FL,USA']",['330**'],['177'],['PC Laptops & Netbooks'],,,['false'],USD,34,USD,34,['Active'],['P25DT13H55M42S'],['false'],['3'],['false'],['Worldwide'],USD,0,['Free'],,['Acer Chromebook  Spin 11 R751T-C4XP N3350 1.1Ghz 4GB 32GB SSD (SEE PHOTOS)'],['false'],['https://www.ebay.com/itm/Acer-Chromebook-Spin-11-R751T-C4XP-N3350-1-1Ghz-4GB-32GB-SSD-SEE-PHOTOS-/315939685628']
['true'],['Certified - Refurbished'],['2000'],['US'],,USD,494.99,['STP'],['false'],['false'],,['https://i.ebayimg.com/thumbs/images/g/uPwAAOSwz7Bm~Z6R/s-l140.jpg'],['EBAY-US'],['false'],['156327861399'],['false'],['false'],['2024-12-29T15:23:30.000Z'],['false'],['FixedPrice'],['2024-07-29T14:23:30.000Z'],['494'],['USA'],,['177'],['PC Laptops & Netbooks'],,,['true'],USD,329.99,USD,329.99,['Active'],['P14DT7H38M47S'],['false'],['2'],['false'],['Worldwide'],USD,0,['Free'],,"['Lenovo Thinkpad L14 G3 14"" Touch Laptop Ryzen 5 PRO 5675U 16GB 512GB SSD W11H']",['false'],['https://www.ebay.com/itm/Lenovo-Thinkpad-L14-G3-14-Touch-Laptop-Ryzen-5-PRO-5675U-16GB-512GB-SSD-W11H-/156327861399']
['false'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/F8wAAOSwDaxnWuRW/s-l140.jpg'],['EBAY-US'],['false'],['276776744937'],['false'],['false'],['2025-01-12T13:28:05.000Z'],['false'],['FixedPrice'],['2024-12-12T13:28:05.000Z'],['16'],"['Tea,SD,USA']",['570**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,79.99,USD,79.99,['Active'],['P28DT5H43M22S'],['false'],['2'],['false'],['Worldwide'],USD,0,['Free'],,['HP ProBook 450 G2 i5-5200U CPU@2.2GHz 8GB RAM 500GB HD H647'],['false'],['https://www.ebay.com/itm/HP-ProBook-450-G2-i5-5200U-CPU-2-2GHz-8GB-RAM-500GB-HD-H647-/276776744937']
['true'],['Certified - Refurbished'],['2000'],['US'],,USD,759.98,['STP'],['false'],['false'],,['https://i.ebayimg.com/thumbs/images/g/G1MAAOSwoMFnESyK/s-l140.jpg'],['EBAY-US'],['false'],['176714178727'],['false'],['false'],['2025-01-01T20:41:39.000Z'],['false'],['FixedPrice'],['2024-12-01T20:41:39.000Z'],['172'],"['Carrollton,TX,USA']",['750**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,299.89,USD,299.89,['Active'],['P17DT12H56M56S'],['false'],['1'],['false'],['Worldwide'],USD,0,['FlatDomesticCalculatedInternational'],['HP Certified Partner Refurbished with 1 Year Warranty'],['HP EliteBook 830 G7 FHD Laptop Intel Core i7-10610U 32GB RAM 256GB SSD Win11 Pro'],['true'],['https://www.ebay.com/itm/HP-EliteBook-830-G7-FHD-Laptop-Intel-Core-i7-10610U-32GB-RAM-256GB-SSD-Win11-Pro-/176714178727']
['true'],['New'],['1000'],['US'],['PreCheckout'],USD,319,['MAP'],,,,['https://i.ebayimg.com/thumbs/images/g/wD0AAOSwikxnIky5/s-l140.jpg'],['EBAY-US'],['false'],['204735223871'],['false'],['false'],['2025-01-10T01:32:15.000Z'],['false'],['FixedPrice'],['2024-04-10T00:32:15.000Z'],['323'],['USA'],,['177'],['PC Laptops & Netbooks'],,,['true'],USD,169,USD,169,['Active'],['P25DT17H47M32S'],['true'],['2'],['true'],['Worldwide'],USD,0,['Free'],,"['Lenovo - IdeaPad Slim 3 Chromebook Laptop - 14"" FHD Touchscreen Laptop - Medi...']",['false'],['https://www.ebay.com/itm/Lenovo-IdeaPad-Slim-3-Chromebook-Laptop-14-FHD-Touchscreen-Laptop-Medi-/204735223871']
['false'],['Used'],['3000'],['US'],,,,,,,,['https://i.ebayimg.com/thumbs/images/g/y~EAAOSw5lFnH9mk/s-l140.jpg'],['EBAY-US'],['false'],['387551915366'],['false'],['false'],['2024-12-28T19:34:52.000Z'],['false'],['FixedPrice'],['2024-10-28T18:34:52.000Z'],['84'],"['Mira Loma,CA,USA']",['917**'],['177'],['PC Laptops & Netbooks'],,,['true'],USD,100,USD,100,['Active'],['P13DT11H50M9S'],['false'],['2'],['false'],['Worldwide'],USD,0,['Free'],['60 Day Warranty | Free Shipping & Returns | US Seller'],"['Getac V110 11.6"" Rugged Touch Screen Laptop I5 8GB RAM 128 SSD - USED (CC)']",['false'],['https://www.ebay.com/itm/Getac-V110-11-6-Rugged-Touch-Screen-Laptop-I5-8GB-RAM-128-SSD-USED-CC-/387551915366']
