Item ID,Title,Category ID,Category Name,Price,Currency,Condition,Location,Shipping Cost,Shipping Type,URL
185698601733,Samsung Galaxy S21 5G SM-G991U 128GB 256GB Unlocked Very Good Refurbished,['9355'],['Cell Phones & Smartphones'],164.95,USD,['Very Good - Refurbished'],"Arlington Heights,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S21-5G-SM-G991U-128GB-256GB-Unlocked-Very-Good-Refurbished-/185698601733?var=0
226491842303,Apple iPhone 15 Plus - 128 GB - Pink (Verizon),['9355'],['Cell Phones & Smartphones'],188.0,USD,['Used'],"Columbus,OH,USA",30.0,Flat,https://www.ebay.com/itm/Apple-iPhone-15-Plus-128-GB-Pink-Verizon-/226491842303
204733115528,Samsung Galaxy S21 5G SM-G991U1 128GB 256GB Unlocked Good Refurbished,['9355'],['Cell Phones & Smartphones'],174.95,USD,['Good - Refurbished'],"Arlington Heights,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S21-5G-SM-G991U1-128GB-256GB-Unlocked-Good-Refurbished-/204733115528?var=505360779266
126329207814,Apple iPhone 5c - 8GB 16GB 32GB - ALL COLORS Unlocked AT&T T-Mobile,['9355'],['Cell Phones & Smartphones'],29.0,USD,['Used'],"Lakewood,NJ,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-5c-8GB-16GB-32GB-ALL-COLORS-Unlocked-AT-T-T-Mobile-/126329207814?var=0
386936766515,Apple iPhone 12 64/128GB - Fully Unlocked AT&T T-Mobile Verizon - All colors,['9355'],['Cell Phones & Smartphones'],170.0,USD,['Used'],"Houston,TX,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-12-64-128GB-Fully-Unlocked-AT-T-T-Mobile-Verizon-All-colors-/386936766515?var=654330421835
196801836416,Samsung Galaxy A14 5G SM-A146U 64GB Black Unlocked - Good,['9355'],['Cell Phones & Smartphones'],93.0,USD,['Good - Refurbished'],"Owings Mills,MD,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A14-5G-SM-A146U-64GB-Black-Unlocked-Good-/196801836416
167174598578,"Apple iPhone 5S 16GB, 32GB, 64GB - All Colors -  Smartphone",['9355'],['Cell Phones & Smartphones'],24.99,USD,['Used'],"Bremerton,WA,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-5S-16GB-32GB-64GB-All-Colors-Smartphone-/167174598578?var=466871225071
195662784122,NEW UNLOCKED SAMSUNG GALAXY S21 5G SM-G991U ALL COLORS AND MEMORY GSM+CDMA,['9355'],['Cell Phones & Smartphones'],236.88,USD,['New'],"Yuba City,CA,USA",0.0,Free,https://www.ebay.com/itm/NEW-UNLOCKED-SAMSUNG-GALAXY-S21-5G-SM-G991U-ALL-COLORS-AND-MEMORY-GSM-CDMA-/195662784122?var=495532783968
305892685275,Apple iPhone 11 64GB Black A2111 (Unlocked) - Fully Functional - DF0399,['9355'],['Cell Phones & Smartphones'],170.52,USD,['Used'],"Oklahoma City,OK,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-11-64GB-Black-A2111-Unlocked-Fully-Functional-DF0399-/305892685275
145802392201,Samsung Galaxy A51 - Fully Unlocked 128GB - Excellent,['9355'],['Cell Phones & Smartphones'],104.0,USD,['Very Good - Refurbished'],"Linden,NJ,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A51-Fully-Unlocked-128GB-Excellent-/145802392201?var=444911717552
145790345036,T-MOBILE - Samsung Galaxy A15 5G SM-A156U 128GB Blue Black 50MP Camera - Good,['9355'],['Cell Phones & Smartphones'],99.9,USD,['Good - Refurbished'],"La Puente,CA,USA",0.0,Free,https://www.ebay.com/itm/T-MOBILE-Samsung-Galaxy-A15-5G-SM-A156U-128GB-Blue-Black-50MP-Camera-Good-/145790345036
134933091756,Apple iPhone 8 - 64GB - Space Gray (UNLOCKED) A1863 (CDMA + GSM),['9355'],['Cell Phones & Smartphones'],96.49,USD,['Used'],"Mason,MI,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-8-64GB-Space-Gray-UNLOCKED-A1863-CDMA-GSM-/134933091756
275382780260,Samsung Galaxy A15 5G 128GB Blue Black SM-A156 Unlocked T-Mobile AT&T Verizon,['9355'],['Cell Phones & Smartphones'],124.99,USD,['Open box'],"Houston,TX,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A15-5G-128GB-Blue-Black-SM-A156-Unlocked-T-Mobile-AT-T-Verizon-/275382780260?var=575822481144
176350262650,Samsung Galaxy S9 G960U Unlocked AT&T T-Mobile Boost Straight Talk Mint Verizon,['9355'],['Cell Phones & Smartphones'],129.99,USD,['Very Good - Refurbished'],"Northbrook,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S9-G960U-Unlocked-AT-T-T-Mobile-Boost-Straight-Talk-Mint-Verizon-/176350262650?var=0
175552650160,Samsung Galaxy A13 5G (A136U) - 64GB GSM Unlocked Smartphone - Black (New),['9355'],['Cell Phones & Smartphones'],109.99,USD,['New'],"Hauppauge,NY,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A13-5G-A136U-64GB-GSM-Unlocked-Smartphone-Black-New-/175552650160
176676188783,Samsung Galaxy A15 5G SM-A156U 128GB Black Smartphone - Excellent,['9355'],['Cell Phones & Smartphones'],89.0,USD,['Excellent - Refurbished'],"Owings Mills,MD,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A15-5G-SM-A156U-128GB-Black-Smartphone-Excellent-/176676188783?var=476347961484
375864544185,"Samsung Galaxy A15 128GB/6GB 6.5"" International Unlocked Smartphone Blue / Black",['9355'],['Cell Phones & Smartphones'],123.99,USD,['Open box'],"Dover,NH,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A15-128GB-6GB-6-5-International-Unlocked-Smartphone-Blue-Black-/375864544185
125782213535,Apple iPhone 7 32GB Unlocked - Excellent 1 Year Warranty,['9355'],['Cell Phones & Smartphones'],79.0,USD,['Excellent - Refurbished'],"Miami,FL,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-7-32GB-Unlocked-Excellent-1-Year-Warranty-/125782213535
195547073395,NEW UNLOCKED SAMSUNG GALAXY NOTE 20 5G SM-N981U 128GB ALL COLORS/MEMORY GSM+CDMA,['9355'],['Cell Phones & Smartphones'],248.88,USD,['New'],"Yuba City,CA,USA",0.0,Free,https://www.ebay.com/itm/NEW-UNLOCKED-SAMSUNG-GALAXY-NOTE-20-5G-SM-N981U-128GB-ALL-COLORS-MEMORY-GSM-CDMA-/195547073395?var=0
126688781320,Samsung Galaxy A12 SM-A125U 32GB Black Smartphone New Network Unlocked,['9355'],['Cell Phones & Smartphones'],87.99,USD,['New'],"Dublin,CA,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A12-SM-A125U-32GB-Black-Smartphone-New-Network-Unlocked-/126688781320
405416639134,Moto g stylus 5G - 2024 -128GB -Cricket Wireless,['9355'],['Cell Phones & Smartphones'],67.99,USD,['Open box'],"Corydon,IN,USA",N/A,Calculated,https://www.ebay.com/itm/Moto-g-stylus-5G-2024-128GB-Cricket-Wireless-/405416639134
126775840754,Samsung Galaxy Note 9  128GB SM-N960U1  - Brand New,['9355'],['Cell Phones & Smartphones'],199.0,USD,['New'],"Miami,FL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-Note-9-128GB-SM-N960U1-Brand-New-/126775840754
354438057456,Samsung Galaxy S21 Plus S21+ 5G SM-G996U1 128GB 256GB Unlocked Good,['9355'],['Cell Phones & Smartphones'],168.95,USD,['Used'],"Arlington Heights,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S21-Plus-S21-5G-SM-G996U1-128GB-256GB-Unlocked-Good-/354438057456?var=624696075282
256299729999,Google Pixel 7 Pro 256GB Unlocked - Excellent,['9355'],['Cell Phones & Smartphones'],284.99,USD,['Excellent - Refurbished'],"Astoria,NY,USA",0.0,Free,https://www.ebay.com/itm/Google-Pixel-7-Pro-256GB-Unlocked-Excellent-/256299729999?var=0
125762410157,Apple iPhone 4s - 8/16/32/64GB - ALL COLORS Unlocked/AT&T/Sprint A1387,['9355'],['Cell Phones & Smartphones'],34.99,USD,['Used'],"Lakewood,NJ,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-4s-8-16-32-64GB-ALL-COLORS-Unlocked-AT-T-Sprint-A1387-/125762410157?var=426785495912
126801967424,Motorola Moto G Stylus 5G  2024 - 128GB - Caramel Latte (Cricket Wireless),['9355'],['Cell Phones & Smartphones'],125.95,USD,['New'],"Woodbridge,NJ,USA",0.0,Free,https://www.ebay.com/itm/Motorola-Moto-G-Stylus-5G-2024-128GB-Caramel-Latte-Cricket-Wireless-/126801967424
255803826545,Samsung Galaxy S22+ 128GB S906U Unlocked - Good,['9355'],['Cell Phones & Smartphones'],237.99,USD,['Good - Refurbished'],"Astoria,NY,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S22-128GB-S906U-Unlocked-Good-/255803826545?var=555925514141
135425610617,VERIZON PREPAID PHONE Samsung A03S 32GB  w/ (FREE) 3 MONTH SERVICE $25,['9355'],['Cell Phones & Smartphones'],39.0,USD,['Open box'],"Tallahassee,FL,USA",0.0,FlatDomesticCalculatedInternational,https://www.ebay.com/itm/VERIZON-PREPAID-PHONE-Samsung-A03S-32GB-w-FREE-3-MONTH-SERVICE-25-/135425610617
186592512055,Samsung Galaxy A10e SM-A102U Unlocked 32GB Black Good,['9355'],['Cell Phones & Smartphones'],54.99,USD,['Good - Refurbished'],USA,0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A10e-SM-A102U-Unlocked-32GB-Black-Good-/186592512055
226482445897,Moto G Power 5G 2024 128GB Unlocked Midnight Blue Excellent,['9355'],['Cell Phones & Smartphones'],105.0,USD,['Excellent - Refurbished'],"Fort Worth,TX,USA",0.0,Free,https://www.ebay.com/itm/Moto-G-Power-5G-2024-128GB-Unlocked-Midnight-Blue-Excellent-/226482445897
176691552231,Motorola moto g stylus 2023 (XT2317-1) 128GB (Cricket Wireless),['9355'],['Cell Phones & Smartphones'],57.37,USD,['Very Good - Refurbished'],"Owings Mills,MD,USA",0.0,Free,https://www.ebay.com/itm/Motorola-moto-g-stylus-2023-XT2317-1-128GB-Cricket-Wireless-/176691552231
256363262192,Samsung Galaxy S22 Ultra 128GB S908U Unlocked - Excellent,['9355'],['Cell Phones & Smartphones'],374.99,USD,['Excellent - Refurbished'],"Astoria,NY,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S22-Ultra-128GB-S908U-Unlocked-Excellent-/256363262192?var=0
175560076089,Google Pixel 6a GX7AS - 128GB - AT&T/T-Mobile/Verizon Or Unlocked - Good!,['9355'],['Cell Phones & Smartphones'],114.99,USD,['Good - Refurbished'],"Fort Lauderdale,FL,USA",0.0,Free,https://www.ebay.com/itm/Google-Pixel-6a-GX7AS-128GB-AT-T-T-Mobile-Verizon-Unlocked-Good-/175560076089?var=0
286099664101,Samsung Galaxy S9 S9+ Plus G960U Unlocked T-Mobile TRADE IN PROMO ONLY,['9355'],['Cell Phones & Smartphones'],124.99,USD,['Very Good - Refurbished'],"Northbrook,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S9-S9-Plus-G960U-Unlocked-T-Mobile-TRADE-PROMO-ONLY-/286099664101?var=0
204252543375,NEW UNLOCKED SAMSUNG GALAXY S21 ULTRA 5G SM-G998U ALL COLORS AND MEMORY GSM+CDMA,['9355'],['Cell Phones & Smartphones'],299.88,USD,['New'],"Yuba City,CA,USA",0.0,Free,https://www.ebay.com/itm/NEW-UNLOCKED-SAMSUNG-GALAXY-S21-ULTRA-5G-SM-G998U-ALL-COLORS-AND-MEMORY-GSM-CDMA-/204252543375?var=504820734117
196518586989,Samsung Galaxy S22 SM-S901U Unlocked 128GB Phantom Black Good,['9355'],['Cell Phones & Smartphones'],192.99,USD,['Good - Refurbished'],USA,0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S22-SM-S901U-Unlocked-128GB-Phantom-Black-Good-/196518586989
255080561107,Samsung Galaxy S21+ 5G 128GB G996U Unlocked - Good,['9355'],['Cell Phones & Smartphones'],179.99,USD,['Good - Refurbished'],"Astoria,NY,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S21-5G-128GB-G996U-Unlocked-Good-/255080561107?var=556399638707
205100310137,Motorola Moto G 5G (2024) XT2417-4 Unlocked (Any Carrier) 128GB 50MP SmartPhone,['9355'],['Cell Phones & Smartphones'],114.99,USD,['Open box'],"Brooklyn,NY,USA",0.0,Free,https://www.ebay.com/itm/Motorola-Moto-G-5G-2024-XT2417-4-Unlocked-Any-Carrier-128GB-50MP-SmartPhone-/205100310137
186610449140,Motorola Moto One 5G XT2075-1 Verizon Unlocked 128GB Oxford Blue C,['9355'],['Cell Phones & Smartphones'],59.99,USD,['Used'],USA,0.0,Free,https://www.ebay.com/itm/Motorola-Moto-One-5G-XT2075-1-Verizon-Unlocked-128GB-Oxford-Blue-C-/186610449140
145786507232,Latest Samsung Galaxy A15 5G 128GB Black Unlocked | T-Mobile | AT&T A GRADE,['9355'],['Cell Phones & Smartphones'],115.0,USD,['Used'],"La Puente,CA,USA",0.0,Free,https://www.ebay.com/itm/Latest-Samsung-Galaxy-A15-5G-128GB-Black-Unlocked-T-Mobile-AT-T-GRADE-/145786507232?var=0
395643857852,NEW Samsung Galaxy S20 5G 12+128GB SM-G981U UNLOCKED GSM+CDMA Smartphone Cell,['9355'],['Cell Phones & Smartphones'],212.99,USD,['New'],"Seattle,WA,USA",0.0,Free,https://www.ebay.com/itm/NEW-Samsung-Galaxy-S20-5G-12-128GB-SM-G981U-UNLOCKED-GSM-CDMA-Smartphone-Cell-/395643857852?var=664393595809
126227153153,Google Pixel - 32GB 128GB - ALL COLORS (Unlocked) Unlimited Backup,['9355'],['Cell Phones & Smartphones'],74.99,USD,['Used'],"Lakewood,NJ,USA",0.0,Free,https://www.ebay.com/itm/Google-Pixel-32GB-128GB-ALL-COLORS-Unlocked-Unlimited-Backup-/126227153153?var=427247165767
175432568243,NEW Samsung Galaxy S20+ Plus 5G G986U 128GB Fully Unlocked AT&T Verizon T-Mobile,['9355'],['Cell Phones & Smartphones'],229.88,USD,['New'],"Duluth,GA,USA",0.0,Free,https://www.ebay.com/itm/NEW-Samsung-Galaxy-S20-Plus-5G-G986U-128GB-Fully-Unlocked-AT-T-Verizon-T-Mobile-/175432568243?var=0
354487229325,Samsung Galaxy Note 20 5G 128GB Unlocked SM-N981 Good,['9355'],['Cell Phones & Smartphones'],172.95,USD,['Used'],"Arlington Heights,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-Note-20-5G-128GB-Unlocked-SM-N981-Good-/354487229325?var=0
203549173526,NEW UNLOCKED SAMSUNG GALAXY S20 5G SM-G981U 128GB GRAY UNLOCKED GSM+CDMA,['9355'],['Cell Phones & Smartphones'],216.88,USD,['New'],"Yuba City,CA,USA",0.0,Free,https://www.ebay.com/itm/NEW-UNLOCKED-SAMSUNG-GALAXY-S20-5G-SM-G981U-128GB-GRAY-UNLOCKED-GSM-CDMA-/203549173526
146238528306,UNLOCKED - Latest Samsung Galaxy A15 5G SM-A156U Blue Black 128GB - BRAND NEW,['9355'],['Cell Phones & Smartphones'],179.0,USD,['New'],"La Puente,CA,USA",0.0,Free,https://www.ebay.com/itm/UNLOCKED-Latest-Samsung-Galaxy-A15-5G-SM-A156U-Blue-Black-128GB-BRAND-NEW-/146238528306
395533641670,NEW Samsung Galaxy S20+ PLUS G986U 12+128GB Unlocked 5G Smartphone GSM+CDMA Cell,['9355'],['Cell Phones & Smartphones'],216.99,USD,['New'],"Seattle,WA,USA",0.0,Free,https://www.ebay.com/itm/NEW-Samsung-Galaxy-S20-PLUS-G986U-12-128GB-Unlocked-5G-Smartphone-GSM-CDMA-Cell-/395533641670?var=0
204194180595,Samsung Galaxy S21 5G SM-G991U1 128GB 256GB Unlocked Acceptable,['9355'],['Cell Phones & Smartphones'],124.98,USD,['Used'],"Arlington Heights,IL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S21-5G-SM-G991U1-128GB-256GB-Unlocked-Acceptable-/204194180595?var=505332705616
256679944620,Samsung Galaxy A15 5G 128GB A156U Unlocked - Excellent,['9355'],['Cell Phones & Smartphones'],139.99,USD,['Excellent - Refurbished'],"Astoria,NY,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A15-5G-128GB-A156U-Unlocked-Excellent-/256679944620?var=0
394131612032,NEW Samsung Galaxy S21 5G Smartphone SM-G991U Unlocked AT&T T-Mobile GSM+CDMA,['9355'],['Cell Phones & Smartphones'],229.99,USD,['New'],"Seattle,WA,USA",0.0,Free,https://www.ebay.com/itm/NEW-Samsung-Galaxy-S21-5G-Smartphone-SM-G991U-Unlocked-AT-T-T-Mobile-GSM-CDMA-/394131612032?var=663409245238
125762427007,Apple iPhone 4 - 8GB 16GB 32GB - All Colors -  Unlocked AT&T Verizon A1332,['9355'],['Cell Phones & Smartphones'],29.99,USD,['Used'],"Lakewood,NJ,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-4-8GB-16GB-32GB-All-Colors-Unlocked-AT-T-Verizon-A1332-/125762427007?var=426856031040
401777128137,Samsung Galaxy S10e G970 128GB Unlocked - Excellent,['9355'],['Cell Phones & Smartphones'],126.95,USD,['Excellent - Refurbished'],"Clifton,NJ,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-S10e-G970-128GB-Unlocked-Excellent-/401777128137?var=0
135101451329,BLU C5L Max (C0170WW) 16GB / 32GB (GSM Unlocked) Dual SIM Android Smartphone,['9355'],['Cell Phones & Smartphones'],25.99,USD,['Used'],"Akron,OH,USA",0.0,Free,https://www.ebay.com/itm/BLU-C5L-Max-C0170WW-16GB-32GB-GSM-Unlocked-Dual-SIM-Android-Smartphone-/135101451329?var=434563317777
375786520263,"New Android S25 Ultra 7.3"" HD Smartphone 5G Unlocked 16GB+512GB 48MP Camera",['43304'],['Cell Phone & Smartphone Parts'],121.99,USD,['New'],China,0.0,Free,https://www.ebay.com/itm/New-Android-S25-Ultra-7-3-HD-Smartphone-5G-Unlocked-16GB-512GB-48MP-Camera-/375786520263?var=0
186841501636,Samsung Galaxy A03s SM-S134DL 32GB Black TracFone Only Smartphone- Good,['9355'],['Cell Phones & Smartphones'],34.0,USD,['Used'],"Jacksonville,FL,USA",0.0,Free,https://www.ebay.com/itm/Samsung-Galaxy-A03s-SM-S134DL-32GB-Black-TracFone-Only-Smartphone-Good-/186841501636
126560926918,Apple iPhone 8 Plus - 64GB 256GB - All Colors Unlocked AT&T Verizon T-Mobile,['9355'],['Cell Phones & Smartphones'],109.99,USD,['Used'],"Lakewood,NJ,USA",0.0,Free,https://www.ebay.com/itm/Apple-iPhone-8-Plus-64GB-256GB-All-Colors-Unlocked-AT-T-Verizon-T-Mobile-/126560926918?var=427604313231
326345833770,"Lenovo - IdeaPad 3i Chromebook 15.6"" FHD Laptop - Intel Celeron - 4GB Memory ...",['177'],['PC Laptops & Netbooks'],119.0,USD,['New'],USA,0.0,Free,https://www.ebay.com/itm/Lenovo-IdeaPad-3i-Chromebook-15-6-FHD-Laptop-Intel-Celeron-4GB-Memory-/326345833770
325419328312,Dell Latitude 3190 Windows 11 - Laptop 2-in-1 / 64GB / 4GB DDR4 / INTEL 1.1GHZ !,['177'],['PC Laptops & Netbooks'],79.0,USD,['Used'],"Rochester,NY,USA",0.0,Free,https://www.ebay.com/itm/Dell-Latitude-3190-Windows-11-Laptop-2-in-1-64GB-4GB-DDR4-INTEL-1-1GHZ-/325419328312
196648396790,"HP - 14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC - Snowflake White",['177'],['PC Laptops & Netbooks'],179.99,USD,['New'],USA,0.0,Free,https://www.ebay.com/itm/HP-14-Laptop-Intel-Celeron-4GB-Memory-64GB-eMMC-Snowflake-White-/196648396790
254582474636,"HP X360 11 G4 2-in-1 Touch Laptop PC 11.6"" Windows 11 Core i5 8GB RAM 128GB SSD",['177'],['PC Laptops & Netbooks'],140.47,USD,['Used'],"Jacksonville,TX,USA",0.0,Free,https://www.ebay.com/itm/HP-X360-11-G4-2-in-1-Touch-Laptop-PC-11-6-Windows-11-Core-i5-8GB-RAM-128GB-SSD-/254582474636
254953548648,"HP Laptop X360 11 G4 Touchscreen 2N1 11.6"" Core i5 8GB RAM 128GB SSD Windows 11",['177'],['PC Laptops & Netbooks'],150.5,USD,['Used'],"Jacksonville,TX,USA",0.0,Free,https://www.ebay.com/itm/HP-Laptop-X360-11-G4-Touchscreen-2N1-11-6-Core-i5-8GB-RAM-128GB-SSD-Windows-11-/254953548648
264714553889,Dell Latitude Laptop Light Gaming PC Core i7 16GB RAM 512GB SSD Windows 11 Pro,['177'],['PC Laptops & Netbooks'],266.5,USD,['Excellent - Refurbished'],"Jacksonville,TX,USA",0.0,Free,https://www.ebay.com/itm/Dell-Latitude-Laptop-Light-Gaming-PC-Core-i7-16GB-RAM-512GB-SSD-Windows-11-Pro-/264714553889
196305942422,"Lenovo Ideapad 1i 15.6"" FHD Touchscreen Laptop - Intel Core i3-1215U with 8GB...",['177'],['PC Laptops & Netbooks'],499.99,USD,['New'],USA,0.0,Free,https://www.ebay.com/itm/Lenovo-Ideapad-1i-15-6-FHD-Touchscreen-Laptop-Intel-Core-i3-1215U-8GB-/196305942422
296879209712,"Dell Latitude 3590 Laptop i5-8250U 1.60GHz 8GB RAM 128GB SSD 15.6"" NO AC WIN 10",['177'],['PC Laptops & Netbooks'],79.95,USD,['Used'],"Saint Louis,MO,USA",0.0,Free,https://www.ebay.com/itm/Dell-Latitude-3590-Laptop-i5-8250U-1-60GHz-8GB-RAM-128GB-SSD-15-6-NO-AC-WIN-10-/296879209712
146142286307,"Dell Latitude 5400 14"" Chromebook P98G005 w/Cel 2.20GHz/4GB/128GB - Good",['177'],['PC Laptops & Netbooks'],49.0,USD,['Good - Refurbished'],"San Marcos,CA,USA",0.0,Free,https://www.ebay.com/itm/Dell-Latitude-5400-14-Chromebook-P98G005-w-Cel-2-20GHz-4GB-128GB-Good-/146142286307
356371572244,"LENOVO THINKPAD T490S  I7-8665U 1.9ghz  16 GB Ram  512GB SSD 14"" Windows 11 Pro",['177'],['PC Laptops & Netbooks'],169.99,USD,['Excellent - Refurbished'],"Scottsdale,AZ,USA",0.0,Free,https://www.ebay.com/itm/LENOVO-THINKPAD-T490S-I7-8665U-1-9ghz-16-GB-Ram-512GB-SSD-14-Windows-11-Pro-/356371572244
296874479039,"Acer Chromebook CB715-1W 15.6” (128GB SSD, Intel Core i3-8130U, 2.2GHz, 8GB RAM)",['177'],['PC Laptops & Netbooks'],89.95,USD,['Used'],"Chesterton,IN,USA",0.0,Free,https://www.ebay.com/itm/Acer-Chromebook-CB715-1W-15-6-128GB-SSD-Intel-Core-i3-8130U-2-2GHz-8GB-RAM-/296874479039
265303491332,"HP X360 11 G2 11.6"" Touchscreen 2n1 Laptop Core i5 8GB RAM 128GB SSD Windows 10",['177'],['PC Laptops & Netbooks'],129.99,USD,['Very Good - Refurbished'],"Jacksonville,TX,USA",0.0,Free,https://www.ebay.com/itm/HP-X360-11-G2-11-6-Touchscreen-2n1-Laptop-Core-i5-8GB-RAM-128GB-SSD-Windows-10-/265303491332
326138508182,Dell - Inspiron 2-in-1 14IPS LED FHD+ Touch Screen Laptop Intel Core 5 wi...,['177'],['PC Laptops & Netbooks'],449.99,USD,['New'],USA,0.0,Free,https://www.ebay.com/itm/Dell-Inspiron-2-in-1-14IPS-LED-FHD-Touch-Screen-Laptop-Intel-Core-5-wi-/326138508182
196442824929,"HP 11 G4 11.6"" Chromebook  Intel 2.16 GHz 4GB RAM 16GB SSD HDMI USB Bumper",['177'],['PC Laptops & Netbooks'],35.99,USD,['Used'],"Stateline,NV,USA",0.0,Free,https://www.ebay.com/itm/HP-11-G4-11-6-Chromebook-Intel-2-16-GHz-4GB-RAM-16GB-SSD-HDMI-USB-Bumper-/196442824929
